OAU State,Official Language,IMF SDRs,Date of Independence,Head of Central Bank,Capital,IMF #Votes,Name of Currency,dbo:capital,dbo:language,dbo:currency,Labels candidate,Candidate url state,Label Lookup,Label ok
Benin,French,45.3,ago-60,Moise Mensah,Porto-Novo,703,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Benin', 'benin']",http://dbpedia.org/resource/Benin,1,1
Benin,French,53.3,apr-61,Moise Mensah,Porto-Novo,711,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['benin-india relations', 'Benin- India relations', 'benin- india relations', 'Benin-India relations', 'benin-india_relations', 'Benin-India_relations']",http://dbpedia.org/resource/Benin-India_relations,0,0
Benin,French,54.3,mag-61,Moise Mensah,Porto-Novo,712,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['La Nation ( Benin)', 'La_Nation_(Benin)', 'La Nation (Benin)', 'la nation ( benin)', 'la nation (benin)', 'la_nation_(benin)']",http://dbpedia.org/resource/La_Nation_(Benin),0,0
Botswana,English,36.6,set-66,Balendzi Gaolathe,Gaborone,616,Pula,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Botswana', 'botswana']",http://dbpedia.org/resource/Botswana,1,1
Botswana,English,37.6,ott-66,Balendzi Gaolathe,Gaborone,617,Pula,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Pilane (Botswana)', 'Pilane_(Botswana)', 'pilane (botswana)', 'pilane_(botswana)', 'pilane ( botswana)', 'Pilane ( Botswana)']",http://dbpedia.org/resource/Pilane_(Botswana),0,0
Botswana,English,38.6,nov-66,Balendzi Gaolathe,Gaborone,618,Pula,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Botswana-Kenya_relations', 'Botswana- Kenya relations', 'botswana-kenya relations', 'Botswana-Kenya relations', 'botswana-kenya_relations', 'botswana- kenya relations']",http://dbpedia.org/resource/Botswana-Kenya_relations,0,0
Botswana,English,39.6,dic-66,Balendzi Gaolathe,Gaborone,619,Pula,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['capital_bank_(botswana)', 'capital bank ( botswana)', 'Capital Bank ( Botswana)', 'Capital_Bank_(Botswana)', 'capital bank (botswana)', 'Capital Bank (Botswana)']",http://dbpedia.org/resource/Capital_Bank_(Botswana),0,0
Botswana,English,40.6,gen-67,Balendzi Gaolathe,Gaborone,620,Pula,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['botswana-china_relations', 'botswana-china relations', 'Botswana-China relations', 'Botswana-China_relations', 'Botswana- China relations', 'botswana- china relations']",http://dbpedia.org/resource/Botswana-China_relations,0,0
Burkina Faso,French,44.2,ago-60,Tertius Zongo,Ouagadougou,696,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['burkina_faso', 'Burkina_Faso', 'Burkina Faso', 'burkina faso']",http://dbpedia.org/resource/Burkina_Faso,1,1
Burkina Faso,French,45.2,set-60,Tertius Zongo,Ouagadougou,697,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Burkina_Faso-Canada_relations', 'burkina_faso-canada_relations', 'Burkina Faso- Canada relations', 'burkina faso- canada relations', 'Burkina Faso-Canada relations', 'burkina faso-canada relations']",http://dbpedia.org/resource/Burkina_Faso-Canada_relations,0,0
Burkina Faso,French,61.2,gen-62,Tertius Zongo,Ouagadougou,713,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['burkina sign language', 'Burkina Sign Language', 'Burkina_Sign_Language', 'burkina_sign_language']",http://dbpedia.org/resource/Burkina_Sign_Language,0,0
Burkina Faso,French,62.2,feb-62,Tertius Zongo,Ouagadougou,714,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Burkina_Faso-Canada_relations', 'burkina_faso-canada_relations', 'Burkina Faso- Canada relations', 'burkina faso- canada relations', 'Burkina Faso-Canada relations', 'burkina faso-canada relations']",http://dbpedia.org/resource/Burkina_Faso-Canada_relations,0,0
Burkina Faso,French,63.2,mar-62,Tertius Zongo,Ouagadougou,715,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Burkina Faso-Denmark relations', 'burkina faso- denmark relations', 'burkina_faso-denmark_relations', 'Burkina Faso- Denmark relations', 'burkina faso-denmark relations', 'Burkina_Faso-Denmark_relations']",http://dbpedia.org/resource/Burkina_Faso-Denmark_relations,0,0
Burundi,Rundi,57.2,lug-62,Mathias Sinamenye,Bujumbura,822,Brundi franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Burundi', 'burundi']",http://dbpedia.org/resource/Burundi,1,1
Burundi,Rundi,58.2,ago-62,Mathias Sinamenye,Bujumbura,823,Brundi franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['burundi-tanzania_relations', 'burundi- tanzania relations', 'burundi-tanzania relations', 'Burundi-Tanzania_relations', 'Burundi- Tanzania relations', 'Burundi-Tanzania relations']",http://dbpedia.org/resource/Burundi-Tanzania_relations,0,0
Burundi,French,57.2,lug-62,Mathias Sinamenye,Bujumbura,822,Brundi franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Burundi', 'burundi']",http://dbpedia.org/resource/Burundi,1,1
Burundi,French,58.2,ago-62,Mathias Sinamenye,Bujumbura,823,Brundi franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['burundi-tanzania_relations', 'burundi- tanzania relations', 'burundi-tanzania relations', 'Burundi-Tanzania_relations', 'Burundi- Tanzania relations', 'Burundi-Tanzania relations']",http://dbpedia.org/resource/Burundi-Tanzania_relations,0,0
Cameroon,French,135.1,gen-60,Edouard Akame Mfoumou,Yaounde,1'601,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['senate (cameroon)', 'Senate ( Cameroon)', 'Senate (Cameroon)', 'senate ( cameroon)', 'senate_(cameroon)', 'Senate_(Cameroon)']",http://dbpedia.org/resource/Senate_(Cameroon),1,0
Cameroon,French,136.1,feb-60,Edouard Akame Mfoumou,Yaounde,1'602,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon', 'cameroon']",http://dbpedia.org/resource/Cameroon,0,1
Cameroon,French,137.1,mar-60,Edouard Akame Mfoumou,Yaounde,1'603,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon-Russia_relations', 'Cameroon- Russia relations', 'cameroon-russia relations', 'Cameroon-Russia relations', 'cameroon- russia relations', 'cameroon-russia_relations']",http://dbpedia.org/resource/Cameroon-Russia_relations,0,0
Cameroon,French,138.1,apr-60,Edouard Akame Mfoumou,Yaounde,1'604,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cameroon- china relations', 'Cameroon- China relations', 'Cameroon-China_relations', 'cameroon-china relations', 'cameroon-china_relations', 'Cameroon-China relations']",http://dbpedia.org/resource/Cameroon-China_relations,0,0
Cameroon,French,139.1,mag-60,Edouard Akame Mfoumou,Yaounde,1'605,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon-Israel_relations', 'cameroon- israel relations', 'cameroon-israel_relations', 'cameroon-israel relations', 'Cameroon- Israel relations', 'Cameroon-Israel relations']",http://dbpedia.org/resource/Cameroon-Israel_relations,0,0
Cameroon,Eng.,135.1,gen-60,Edouard Akame Mfoumou,Yaounde,1'601,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['senate (cameroon)', 'Senate ( Cameroon)', 'Senate (Cameroon)', 'senate ( cameroon)', 'senate_(cameroon)', 'Senate_(Cameroon)']",http://dbpedia.org/resource/Senate_(Cameroon),1,0
Cameroon,Eng.,136.1,feb-60,Edouard Akame Mfoumou,Yaounde,1'602,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon', 'cameroon']",http://dbpedia.org/resource/Cameroon,0,1
Cameroon,Eng.,137.1,mar-60,Edouard Akame Mfoumou,Yaounde,1'603,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon-Russia_relations', 'Cameroon- Russia relations', 'cameroon-russia relations', 'Cameroon-Russia relations', 'cameroon- russia relations', 'cameroon-russia_relations']",http://dbpedia.org/resource/Cameroon-Russia_relations,0,0
Cameroon,Eng.,138.1,apr-60,Edouard Akame Mfoumou,Yaounde,1'604,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cameroon- china relations', 'Cameroon- China relations', 'Cameroon-China_relations', 'cameroon-china relations', 'cameroon-china_relations', 'Cameroon-China relations']",http://dbpedia.org/resource/Cameroon-China_relations,0,0
Cameroon,Eng.,139.1,mag-60,Edouard Akame Mfoumou,Yaounde,1'605,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon-Israel_relations', 'cameroon- israel relations', 'cameroon-israel_relations', 'cameroon-israel relations', 'Cameroon- Israel relations', 'Cameroon-Israel relations']",http://dbpedia.org/resource/Cameroon-Israel_relations,0,0
Cape Verde,Portuguese,7,lug-75,Antonio Gualberto do Rosario,Praia,320,Escudo,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cape Verde', 'cape_verde', 'cape verde', 'Cape_Verde']",http://dbpedia.org/resource/Cape_Verde,1,1
Cape Verde,Portuguese,8,ago-75,Antonio Gualberto do Rosario,Praia,321,Escudo,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cape_Verde_(Mars)', 'cape_verde_(mars)', 'Cape Verde ( Mars)', 'Cape Verde (Mars)', 'cape verde ( mars)', 'cape verde (mars)']",http://dbpedia.org/resource/Cape_Verde_(Mars),0,0
Cape Verde,Portuguese,9,set-75,Antonio Gualberto do Rosario,Praia,322,Escudo,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['ponta verde, cape verde', 'Ponta Verde, Cape Verde', 'Ponta_Verde,_Cape_Verde', 'ponta_verde,_cape_verde']","http://dbpedia.org/resource/Ponta_Verde,_Cape_Verde",0,0
Cape Verde,Portuguese,10,ott-75,Antonio Gualberto do Rosario,Praia,323,Escudo,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cape Verde-China relations', 'Cape Verde- China relations', 'cape_verde-china_relations', 'cape verde-china relations', 'cape verde- china relations', 'Cape_Verde-China_relations']",http://dbpedia.org/resource/Cape_Verde-China_relations,0,0
Cape Verde,Portuguese,11,nov-75,Antonio Gualberto do Rosario,Praia,324,Escudo,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['rtc ( cape verde)', 'rtc_(cape_verde)', 'rtc (cape verde)', 'RTC (Cape Verde)', 'RTC ( Cape Verde)', 'RTC_(Cape_Verde)']",http://dbpedia.org/resource/RTC_(Cape_Verde),0,0
Central African Republic,French,41.2,ago-60,Anicet-Georges Dologuele,Bangui,662,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['central_african_republic', 'Central_African_Republic', 'central african republic', 'Central African Republic']",http://dbpedia.org/resource/Central_African_Republic,1,1
Central African Republic,French,42.2,set-60,Anicet-Georges Dologuele,Bangui,663,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['central african republic- china relations', 'Central African Republic- China relations', 'central african republic-china relations', 'Central African Republic-China relations', 'central_african_republic-china_relations', 'Central_African_Republic-China_relations']",http://dbpedia.org/resource/Central_African_Republic-China_relations,0,0
Central African Republic,French,43.2,ott-60,Anicet-Georges Dologuele,Bangui,664,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['civic forum ( central african republic)', 'civic forum (central african republic)', 'Civic Forum (Central African Republic)', 'Civic_Forum_(Central_African_Republic)', 'civic_forum_(central_african_republic)', 'Civic Forum ( Central African Republic)']",http://dbpedia.org/resource/Civic_Forum_(Central_African_Republic),0,0
Central African Republic,French,44.2,nov-60,Anicet-Georges Dologuele,Bangui,665,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['National Convention (Central African Republic)', 'national_convention_(central_african_republic)', 'national convention ( central african republic)', 'National Convention ( Central African Republic)', 'National_Convention_(Central_African_Republic)', 'national convention (central african republic)']",http://dbpedia.org/resource/National_Convention_(Central_African_Republic),0,0
Central African Republic,Sango,41.2,ago-60,Anicet-Georges Dologuele,Bangui,662,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['central_african_republic', 'Central_African_Republic', 'central african republic', 'Central African Republic']",http://dbpedia.org/resource/Central_African_Republic,1,1
Central African Republic,Sango,42.2,set-60,Anicet-Georges Dologuele,Bangui,663,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['central african republic- china relations', 'Central African Republic- China relations', 'central african republic-china relations', 'Central African Republic-China relations', 'central_african_republic-china_relations', 'Central_African_Republic-China_relations']",http://dbpedia.org/resource/Central_African_Republic-China_relations,0,0
Central African Republic,Sango,43.2,ott-60,Anicet-Georges Dologuele,Bangui,664,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['civic forum ( central african republic)', 'civic forum (central african republic)', 'Civic Forum (Central African Republic)', 'Civic_Forum_(Central_African_Republic)', 'civic_forum_(central_african_republic)', 'Civic Forum ( Central African Republic)']",http://dbpedia.org/resource/Civic_Forum_(Central_African_Republic),0,0
Central African Republic,Sango,44.2,nov-60,Anicet-Georges Dologuele,Bangui,665,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['National Convention (Central African Republic)', 'national_convention_(central_african_republic)', 'national convention ( central african republic)', 'National Convention ( Central African Republic)', 'National_Convention_(Central_African_Republic)', 'national convention (central african republic)']",http://dbpedia.org/resource/National_Convention_(Central_African_Republic),0,0
Central African Republic,Sango,45.2,dic-60,Anicet-Georges Dologuele,Bangui,666,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['ngando language ( central african republic)', 'ngando_language_(central_african_republic)', 'Ngando language (Central African Republic)', 'ngando language (central african republic)', 'Ngando_language_(Central_African_Republic)', 'Ngando language ( Central African Republic)']",http://dbpedia.org/resource/Ngando_language_(Central_African_Republic),0,0
Central African Republic,Sango,46.2,gen-61,Anicet-Georges Dologuele,Bangui,667,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['National Assembly (Central African Republic)', 'National_Assembly_(Central_African_Republic)', 'national_assembly_(central_african_republic)', 'National Assembly ( Central African Republic)', 'national assembly (central african republic)', 'national assembly ( central african republic)']",http://dbpedia.org/resource/National_Assembly_(Central_African_Republic),0,0
Central African Republic,Sango,47.2,feb-61,Anicet-Georges Dologuele,Bangui,668,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['central african republic- united states relations', 'Central African Republic-United States relations', 'Central African Republic- United States relations', 'Central_African_Republic-United_States_relations', 'central african republic-united states relations', 'central_african_republic-united_states_relations']",http://dbpedia.org/resource/Central_African_Republic-United_States_relations,0,0
Central African Republic,Sango,48.2,mar-61,Anicet-Georges Dologuele,Bangui,669,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Central African Republic-North Korea relations', 'central_african_republic-north_korea_relations', 'Central African Republic- North Korea relations', 'Central_African_Republic-North_Korea_relations', 'central african republic- north korea relations', 'central african republic-north korea relations']",http://dbpedia.org/resource/Central_African_Republic-North_Korea_relations,0,0
Central African Republic,Sango,49.2,apr-61,Anicet-Georges Dologuele,Bangui,670,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['order of merit (central african republic)', 'Order of Merit ( Central African Republic)', 'order_of_merit_(central_african_republic)', 'Order_of_Merit_(Central_African_Republic)', 'Order of Merit (Central African Republic)', 'order of merit ( central african republic)']",http://dbpedia.org/resource/Order_of_Merit_(Central_African_Republic),0,0
Central African Republic,Sango,50.2,mag-61,Anicet-Georges Dologuele,Bangui,671,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Social Democratic Party (Central African Republic)', 'social democratic party (central african republic)', 'social_democratic_party_(central_african_republic)', 'social democratic party ( central african republic)', 'Social Democratic Party ( Central African Republic)', 'Social_Democratic_Party_(Central_African_Republic)']",http://dbpedia.org/resource/Social_Democratic_Party_(Central_African_Republic),0,0
Central African Republic,Sango,51.2,giu-61,Anicet-Georges Dologuele,Bangui,672,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['central african', 'Central_African', 'Central African', 'central_african']",http://dbpedia.org/resource/Central_African,0,0
Chad,Arabic,41.3,ago-60,Bichara Cherif Daoussa,N'Ojamena,663,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Chad', 'chad']",http://dbpedia.org/resource/Chad,1,1
Chad,Arabic,42.3,set-60,Bichara Cherif Daoussa,N'Ojamena,664,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['chad-france relations', 'Chad-France relations', 'Chad-France_relations', 'Chad- France relations', 'chad- france relations', 'chad-france_relations']",http://dbpedia.org/resource/Chad-France_relations,0,0
Chad,Arabic,43.3,ott-60,Bichara Cherif Daoussa,N'Ojamena,665,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['gula language ( chad)', 'gula_language_(chad)', 'Gula language (Chad)', 'Gula language ( Chad)', 'gula language (chad)', 'Gula_language_(Chad)']",http://dbpedia.org/resource/Gula_language_(Chad),0,0
Chad,Arabic,44.3,nov-60,Bichara Cherif Daoussa,N'Ojamena,666,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Chad-Libya relations', 'Chad- Libya relations', 'chad-libya_relations', 'chad-libya relations', 'chad- libya relations', 'Chad-Libya_relations']",http://dbpedia.org/resource/Chad-Libya_relations,0,0
Chad,Arabic,45.3,dic-60,Bichara Cherif Daoussa,N'Ojamena,667,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['mawa language (chad)', 'Mawa language ( Chad)', 'mawa language ( chad)', 'Mawa_language_(Chad)', 'Mawa language (Chad)', 'mawa_language_(chad)']",http://dbpedia.org/resource/Mawa_language_(Chad),0,0
Comoros,Comorian,6.5,lug-75,Mohamed Ali Soilihi,Moroni,315,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Comoros', 'comoros']",http://dbpedia.org/resource/Comoros,1,1
Comoros,Comorian,7.5,ago-75,Mohamed Ali Soilihi,Moroni,316,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['comoros-france relations', 'Comoros-France_relations', 'comoros-france_relations', 'Comoros- France relations', 'Comoros-France relations', 'comoros- france relations']",http://dbpedia.org/resource/Comoros-France_relations,0,0
Comoros,Comorian,8.5,set-75,Mohamed Ali Soilihi,Moroni,317,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Singani,_Comoros', 'singani,_comoros', 'Singani, Comoros', 'singani, comoros']","http://dbpedia.org/resource/Singani,_Comoros",0,0
Comoros,Comorian,9.5,ott-75,Mohamed Ali Soilihi,Moroni,318,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['sambia, comoros', 'Sambia,_Comoros', 'sambia,_comoros', 'Sambia, Comoros']","http://dbpedia.org/resource/Sambia,_Comoros",0,0
Comoros,Comorian,10.5,nov-75,Mohamed Ali Soilihi,Moroni,319,Comorian franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Moya, Comoros', 'Moya,_Comoros', 'moya,_comoros', 'moya, comoros']","http://dbpedia.org/resource/Moya,_Comoros",0,0
"Congo, Democratic Republic of the",French,291,ago-60,Vanant,Kinshasa,0,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Mandu_(Congo)', 'mandu (congo)', 'mandu ( congo)', 'Mandu ( Congo)', 'Mandu (Congo)', 'mandu_(congo)']",http://dbpedia.org/resource/Mandu_(Congo),1,0
"Congo, Democratic Republic of the",French,292,set-60,Vanant,Kinshasa,1,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_alabama', 'Congo, Alabama', 'congo, alabama', 'Congo,_Alabama']","http://dbpedia.org/resource/Congo,_Alabama",0,0
"Congo, Democratic Republic of the",French,293,ott-60,Vanant,Kinshasa,2,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo,_Paraíba', 'Congo, Paraíba', 'congo,_paraíba', 'congo, paraíba']","http://dbpedia.org/resource/Congo,_Paraíba",0,0
"Congo, Democratic Republic of the",French,294,nov-60,Vanant,Kinshasa,3,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo-ocean railway', 'congo-ocean_railway', 'congo- ocean railway', 'Congo-Ocean_Railway', 'Congo- Ocean Railway', 'Congo-Ocean Railway']",http://dbpedia.org/resource/Congo-Ocean_Railway,0,0
"Congo, Democratic Republic of the",French,295,dic-60,Vanant,Kinshasa,4,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_pennsylvania', 'Congo, Pennsylvania', 'Congo,_Pennsylvania', 'congo, pennsylvania']","http://dbpedia.org/resource/Congo,_Pennsylvania",0,0
