OAU State,Official Language,IMF SDRs,Date of Independence,Head of Central Bank,Capital,IMF #Votes,Name of Currency,dbo:capital,dbo:language,dbo:currency,Labels candidate,Candidate url state,Label Lookup,Label ok
Angola,Portuguese,207.3,nov-75,Mario de Alcantara Monteiro,Luanda,2.323,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Angola, Delaware', 'angola, delaware', 'angola,_delaware', 'Angola,_Delaware']","http://dbpedia.org/resource/Angola,_Delaware",1,0
Angola,Portuguese,208.3,dic-75,Mario de Alcantara Monteiro,Luanda,2.324,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Angola', 'angola']",http://dbpedia.org/resource/Angola,0,1
Angola,Portuguese,209.3,gen-76,Mario de Alcantara Monteiro,Luanda,2.325,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Aeronáutica_(Angola)', 'aeronáutica (angola)', 'Aeronáutica ( Angola)', 'aeronáutica_(angola)', 'aeronáutica ( angola)', 'Aeronáutica (Angola)']",http://dbpedia.org/resource/Aeronáutica_(Angola),0,0
Angola,Portuguese,210.3,feb-76,Mario de Alcantara Monteiro,Luanda,2.326,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['angola,_virginia', 'Angola,_Virginia', 'Angola, Virginia', 'angola, virginia']","http://dbpedia.org/resource/Angola,_Virginia",0,0
Angola,Portuguese,211.3,mar-76,Mario de Alcantara Monteiro,Luanda,2.327,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['angola-kenya relations', 'Angola-Kenya_relations', 'angola- kenya relations', 'angola-kenya_relations', 'Angola-Kenya relations', 'Angola- Kenya relations']",http://dbpedia.org/resource/Angola-Kenya_relations,0,0
Angola,Portuguese,212.3,apr-76,Mario de Alcantara Monteiro,Luanda,2.328,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['angola-india relations', 'Angola- India relations', 'angola-india_relations', 'Angola-India relations', 'Angola-India_relations', 'angola- india relations']",http://dbpedia.org/resource/Angola-India_relations,0,0
Angola,Portuguese,213.3,mag-76,Mario de Alcantara Monteiro,Luanda,2.329,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Angola-Mexico relations', 'angola-mexico relations', 'angola- mexico relations', 'Angola-Mexico_relations', 'angola-mexico_relations', 'Angola- Mexico relations']",http://dbpedia.org/resource/Angola-Mexico_relations,0,0
Angola,Portuguese,214.3,giu-76,Mario de Alcantara Monteiro,Luanda,2.330,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Angola- Israel relations', 'angola-israel relations', 'angola-israel_relations', 'Angola-Israel relations', 'Angola-Israel_relations', 'angola- israel relations']",http://dbpedia.org/resource/Angola-Israel_relations,0,0
Angola,Portuguese,215.3,lug-76,Mario de Alcantara Monteiro,Luanda,2.331,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Angola-China relations', 'angola- china relations', 'Angola- China relations', 'angola-china_relations', 'angola-china relations', 'Angola-China_relations']",http://dbpedia.org/resource/Angola-China_relations,0,0
Angola,Portuguese,216.3,ago-76,Mario de Alcantara Monteiro,Luanda,2.332,New Kwanza,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['angola- serbia relations', 'Angola- Serbia relations', 'angola-serbia relations', 'Angola-Serbia relations', 'Angola-Serbia_relations', 'angola-serbia_relations']",http://dbpedia.org/resource/Angola-Serbia_relations,0,0
Cameroon,French,135.1,gen-60,Edouard Akame Mfoumou,Yaounde,1'601,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['senate (cameroon)', 'Senate ( Cameroon)', 'Senate (Cameroon)', 'senate ( cameroon)', 'senate_(cameroon)', 'Senate_(Cameroon)']",http://dbpedia.org/resource/Senate_(Cameroon),1,0
Cameroon,French,136.1,feb-60,Edouard Akame Mfoumou,Yaounde,1'602,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon', 'cameroon']",http://dbpedia.org/resource/Cameroon,0,1
Cameroon,French,137.1,mar-60,Edouard Akame Mfoumou,Yaounde,1'603,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon-Russia_relations', 'Cameroon- Russia relations', 'cameroon-russia relations', 'Cameroon-Russia relations', 'cameroon- russia relations', 'cameroon-russia_relations']",http://dbpedia.org/resource/Cameroon-Russia_relations,0,0
Cameroon,French,138.1,apr-60,Edouard Akame Mfoumou,Yaounde,1'604,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cameroon- china relations', 'Cameroon- China relations', 'Cameroon-China_relations', 'cameroon-china relations', 'cameroon-china_relations', 'Cameroon-China relations']",http://dbpedia.org/resource/Cameroon-China_relations,0,0
Cameroon,French,139.1,mag-60,Edouard Akame Mfoumou,Yaounde,1'605,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon-Israel_relations', 'cameroon- israel relations', 'cameroon-israel_relations', 'cameroon-israel relations', 'Cameroon- Israel relations', 'Cameroon-Israel relations']",http://dbpedia.org/resource/Cameroon-Israel_relations,0,0
Cameroon,French,140.1,giu-60,Edouard Akame Mfoumou,Yaounde,1'606,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['bati language (cameroon)', 'Bati_language_(Cameroon)', 'Bati language (Cameroon)', 'Bati language ( Cameroon)', 'bati language ( cameroon)', 'bati_language_(cameroon)']",http://dbpedia.org/resource/Bati_language_(Cameroon),0,0
Cameroon,French,141.1,lug-60,Edouard Akame Mfoumou,Yaounde,1'607,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['kung_language_(cameroon)', 'kung language ( cameroon)', 'Kung language ( Cameroon)', 'kung language (cameroon)', 'Kung_language_(Cameroon)', 'Kung language (Cameroon)']",http://dbpedia.org/resource/Kung_language_(Cameroon),0,0
Cameroon,French,142.1,ago-60,Edouard Akame Mfoumou,Yaounde,1'608,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Chah (Cameroon)', 'Chah_(Cameroon)', 'Chah ( Cameroon)', 'chah (cameroon)', 'chah ( cameroon)', 'chah_(cameroon)']",http://dbpedia.org/resource/Chah_(Cameroon),0,0
Cameroon,French,143.1,set-60,Edouard Akame Mfoumou,Yaounde,1'609,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cameroon-nigeria relations', 'Cameroon- Nigeria relations', 'cameroon-nigeria_relations', 'cameroon- nigeria relations', 'Cameroon-Nigeria relations', 'Cameroon-Nigeria_relations']",http://dbpedia.org/resource/Cameroon-Nigeria_relations,0,0
Cameroon,French,144.1,ott-60,Edouard Akame Mfoumou,Yaounde,1'610,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['southwest region ( cameroon)', 'Southwest Region ( Cameroon)', 'Southwest Region (Cameroon)', 'southwest_region_(cameroon)', 'Southwest_Region_(Cameroon)', 'southwest region (cameroon)']",http://dbpedia.org/resource/Southwest_Region_(Cameroon),0,0
Cameroon,Eng.,135.1,gen-60,Edouard Akame Mfoumou,Yaounde,1'601,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['senate (cameroon)', 'Senate ( Cameroon)', 'Senate (Cameroon)', 'senate ( cameroon)', 'senate_(cameroon)', 'Senate_(Cameroon)']",http://dbpedia.org/resource/Senate_(Cameroon),1,0
Cameroon,Eng.,136.1,feb-60,Edouard Akame Mfoumou,Yaounde,1'602,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon', 'cameroon']",http://dbpedia.org/resource/Cameroon,0,1
Cameroon,Eng.,137.1,mar-60,Edouard Akame Mfoumou,Yaounde,1'603,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon-Russia_relations', 'Cameroon- Russia relations', 'cameroon-russia relations', 'Cameroon-Russia relations', 'cameroon- russia relations', 'cameroon-russia_relations']",http://dbpedia.org/resource/Cameroon-Russia_relations,0,0
Cameroon,Eng.,138.1,apr-60,Edouard Akame Mfoumou,Yaounde,1'604,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cameroon- china relations', 'Cameroon- China relations', 'Cameroon-China_relations', 'cameroon-china relations', 'cameroon-china_relations', 'Cameroon-China relations']",http://dbpedia.org/resource/Cameroon-China_relations,0,0
Cameroon,Eng.,139.1,mag-60,Edouard Akame Mfoumou,Yaounde,1'605,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Cameroon-Israel_relations', 'cameroon- israel relations', 'cameroon-israel_relations', 'cameroon-israel relations', 'Cameroon- Israel relations', 'Cameroon-Israel relations']",http://dbpedia.org/resource/Cameroon-Israel_relations,0,0
Cameroon,Eng.,140.1,giu-60,Edouard Akame Mfoumou,Yaounde,1'606,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['bati language (cameroon)', 'Bati_language_(Cameroon)', 'Bati language (Cameroon)', 'Bati language ( Cameroon)', 'bati language ( cameroon)', 'bati_language_(cameroon)']",http://dbpedia.org/resource/Bati_language_(Cameroon),0,0
Cameroon,Eng.,141.1,lug-60,Edouard Akame Mfoumou,Yaounde,1'607,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['kung_language_(cameroon)', 'kung language ( cameroon)', 'Kung language ( Cameroon)', 'kung language (cameroon)', 'Kung_language_(Cameroon)', 'Kung language (Cameroon)']",http://dbpedia.org/resource/Kung_language_(Cameroon),0,0
Cameroon,Eng.,142.1,ago-60,Edouard Akame Mfoumou,Yaounde,1'608,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Chah (Cameroon)', 'Chah_(Cameroon)', 'Chah ( Cameroon)', 'chah (cameroon)', 'chah ( cameroon)', 'chah_(cameroon)']",http://dbpedia.org/resource/Chah_(Cameroon),0,0
Cameroon,Eng.,143.1,set-60,Edouard Akame Mfoumou,Yaounde,1'609,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['cameroon-nigeria relations', 'Cameroon- Nigeria relations', 'cameroon-nigeria_relations', 'cameroon- nigeria relations', 'Cameroon-Nigeria relations', 'Cameroon-Nigeria_relations']",http://dbpedia.org/resource/Cameroon-Nigeria_relations,0,0
Cameroon,Eng.,144.1,ott-60,Edouard Akame Mfoumou,Yaounde,1'610,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['southwest region ( cameroon)', 'Southwest Region ( Cameroon)', 'Southwest Region (Cameroon)', 'southwest_region_(cameroon)', 'Southwest_Region_(Cameroon)', 'southwest region (cameroon)']",http://dbpedia.org/resource/Southwest_Region_(Cameroon),0,0
"Congo, Democratic Republic of the",French,291,ago-60,Vanant,Kinshasa,0,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Mandu_(Congo)', 'mandu (congo)', 'mandu ( congo)', 'Mandu ( Congo)', 'Mandu (Congo)', 'mandu_(congo)']",http://dbpedia.org/resource/Mandu_(Congo),1,0
"Congo, Democratic Republic of the",French,292,set-60,Vanant,Kinshasa,1,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_alabama', 'Congo, Alabama', 'congo, alabama', 'Congo,_Alabama']","http://dbpedia.org/resource/Congo,_Alabama",0,0
"Congo, Democratic Republic of the",French,293,ott-60,Vanant,Kinshasa,2,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo,_Paraíba', 'Congo, Paraíba', 'congo,_paraíba', 'congo, paraíba']","http://dbpedia.org/resource/Congo,_Paraíba",0,0
"Congo, Democratic Republic of the",French,294,nov-60,Vanant,Kinshasa,3,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo-ocean railway', 'congo-ocean_railway', 'congo- ocean railway', 'Congo-Ocean_Railway', 'Congo- Ocean Railway', 'Congo-Ocean Railway']",http://dbpedia.org/resource/Congo-Ocean_Railway,0,0
"Congo, Democratic Republic of the",French,295,dic-60,Vanant,Kinshasa,4,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_pennsylvania', 'Congo, Pennsylvania', 'Congo,_Pennsylvania', 'congo, pennsylvania']","http://dbpedia.org/resource/Congo,_Pennsylvania",0,0
"Congo, Democratic Republic of the",French,296,gen-61,Vanant,Kinshasa,5,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo-Nile_Divide', 'Congo-Nile Divide', 'congo-nile_divide', 'congo- nile divide', 'congo-nile divide', 'Congo- Nile Divide']",http://dbpedia.org/resource/Congo-Nile_Divide,0,0
"Congo, Democratic Republic of the",French,297,feb-61,Vanant,Kinshasa,6,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo- Balolo Mission', 'congo- balolo mission', 'congo-balolo mission', 'congo-balolo_mission', 'Congo-Balolo_Mission', 'Congo-Balolo Mission']",http://dbpedia.org/resource/Congo-Balolo_Mission,0,0
"Congo, Democratic Republic of the",French,298,mar-61,Vanant,Kinshasa,7,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Kenge, Bas- Congo', 'kenge, bas-congo', 'Kenge, Bas-Congo', 'kenge, bas- congo', 'kenge,_bas-congo', 'Kenge,_Bas-Congo']","http://dbpedia.org/resource/Kenge,_Bas-Congo",0,0
"Congo, Democratic Republic of the",French,299,apr-61,Vanant,Kinshasa,8,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo, West Virginia', 'congo,_west_virginia', 'Congo,_West_Virginia', 'congo, west virginia']","http://dbpedia.org/resource/Congo,_West_Virginia",0,0
"Congo, Democratic Republic of the",French,300,mag-61,Vanant,Kinshasa,9,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['koyo language ( congo)', 'Koyo_language_(Congo)', 'koyo language (congo)', 'Koyo language ( Congo)', 'Koyo language (Congo)', 'koyo_language_(congo)']",http://dbpedia.org/resource/Koyo_language_(Congo),0,0
"Congo, Repulic Of",French,57.9,giu-60,Nguila Moungounga-Nkombo,Brazaville,829,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Mandu_(Congo)', 'mandu (congo)', 'mandu ( congo)', 'Mandu ( Congo)', 'Mandu (Congo)', 'mandu_(congo)']",http://dbpedia.org/resource/Mandu_(Congo),1,0
"Congo, Repulic Of",French,58.9,lug-60,Nguila Moungounga-Nkombo,Brazaville,830,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_alabama', 'Congo, Alabama', 'congo, alabama', 'Congo,_Alabama']","http://dbpedia.org/resource/Congo,_Alabama",0,0
"Congo, Repulic Of",French,59.9,ago-60,Nguila Moungounga-Nkombo,Brazaville,831,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo,_Paraíba', 'Congo, Paraíba', 'congo,_paraíba', 'congo, paraíba']","http://dbpedia.org/resource/Congo,_Paraíba",0,0
"Congo, Repulic Of",French,60.9,set-60,Nguila Moungounga-Nkombo,Brazaville,832,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo-ocean railway', 'congo-ocean_railway', 'congo- ocean railway', 'Congo-Ocean_Railway', 'Congo- Ocean Railway', 'Congo-Ocean Railway']",http://dbpedia.org/resource/Congo-Ocean_Railway,0,0
"Congo, Repulic Of",French,61.9,ott-60,Nguila Moungounga-Nkombo,Brazaville,833,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['congo,_pennsylvania', 'Congo, Pennsylvania', 'Congo,_Pennsylvania', 'congo, pennsylvania']","http://dbpedia.org/resource/Congo,_Pennsylvania",0,0
"Congo, Repulic Of",French,62.9,nov-60,Nguila Moungounga-Nkombo,Brazaville,834,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo-Nile_Divide', 'Congo-Nile Divide', 'congo-nile_divide', 'congo- nile divide', 'congo-nile divide', 'Congo- Nile Divide']",http://dbpedia.org/resource/Congo-Nile_Divide,0,0
"Congo, Repulic Of",French,63.9,dic-60,Nguila Moungounga-Nkombo,Brazaville,835,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo- Balolo Mission', 'congo- balolo mission', 'congo-balolo mission', 'congo-balolo_mission', 'Congo-Balolo_Mission', 'Congo-Balolo Mission']",http://dbpedia.org/resource/Congo-Balolo_Mission,0,0
"Congo, Repulic Of",French,64.9,gen-61,Nguila Moungounga-Nkombo,Brazaville,836,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Kenge, Bas- Congo', 'kenge, bas-congo', 'Kenge, Bas-Congo', 'kenge, bas- congo', 'kenge,_bas-congo', 'Kenge,_Bas-Congo']","http://dbpedia.org/resource/Kenge,_Bas-Congo",0,0
"Congo, Repulic Of",French,65.9,feb-61,Nguila Moungounga-Nkombo,Brazaville,837,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Congo, West Virginia', 'congo,_west_virginia', 'Congo,_West_Virginia', 'congo, west virginia']","http://dbpedia.org/resource/Congo,_West_Virginia",0,0
"Congo, Repulic Of",French,66.9,mar-61,Nguila Moungounga-Nkombo,Brazaville,838,CFA franc,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['koyo language ( congo)', 'Koyo_language_(Congo)', 'koyo language (congo)', 'Koyo language ( Congo)', 'Koyo language (Congo)', 'koyo_language_(congo)']",http://dbpedia.org/resource/Koyo_language_(Congo),0,0
Egypt,Arabic,678.4,feb-22,Moheiddin El-Gharib,Cairo,7.034,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['gera_(egypt)', 'Gera ( Egypt)', 'gera ( egypt)', 'Gera_(Egypt)', 'Gera (Egypt)', 'gera (egypt)']",http://dbpedia.org/resource/Gera_(Egypt),1,0
Egypt,Arabic,679.4,mar-22,Moheiddin El-Gharib,Cairo,7.035,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Agnus_(Egypt)', 'agnus_(egypt)', 'agnus (egypt)', 'Agnus ( Egypt)', 'Agnus (Egypt)', 'agnus ( egypt)']",http://dbpedia.org/resource/Agnus_(Egypt),0,0
Egypt,Arabic,680.4,apr-22,Moheiddin El-Gharib,Cairo,7.036,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Nome (Egypt)', 'nome ( egypt)', 'nome_(egypt)', 'Nome_(Egypt)', 'Nome ( Egypt)', 'nome (egypt)']",http://dbpedia.org/resource/Nome_(Egypt),0,0
Egypt,Arabic,681.4,mag-22,Moheiddin El-Gharib,Cairo,7.037,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['crescent (egypt)', 'crescent_(egypt)', 'Crescent ( Egypt)', 'Crescent_(Egypt)', 'Crescent (Egypt)', 'crescent ( egypt)']",http://dbpedia.org/resource/Crescent_(Egypt),0,0
Egypt,Arabic,682.4,giu-22,Moheiddin El-Gharib,Cairo,7.038,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Egypt', 'egypt']",http://dbpedia.org/resource/Egypt,0,1
Egypt,Arabic,683.4,lug-22,Moheiddin El-Gharib,Cairo,7.039,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Egypt, Kentucky', 'Egypt,_Kentucky', 'egypt, kentucky', 'egypt,_kentucky']","http://dbpedia.org/resource/Egypt,_Kentucky",0,0
Egypt,Arabic,684.4,ago-22,Moheiddin El-Gharib,Cairo,7.040,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Egypt,_Pennsylvania', 'egypt,_pennsylvania', 'egypt, pennsylvania', 'Egypt, Pennsylvania']","http://dbpedia.org/resource/Egypt,_Pennsylvania",0,0
Egypt,Arabic,685.4,set-22,Moheiddin El-Gharib,Cairo,7.041,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['egypt,_indiana', 'Egypt,_Indiana', 'Egypt, Indiana', 'egypt, indiana']","http://dbpedia.org/resource/Egypt,_Indiana",0,0
Egypt,Arabic,686.4,ott-22,Moheiddin El-Gharib,Cairo,7.042,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Rahab_(Egypt)', 'Rahab ( Egypt)', 'rahab ( egypt)', 'rahab (egypt)', 'Rahab (Egypt)', 'rahab_(egypt)']",http://dbpedia.org/resource/Rahab_(Egypt),0,0
Egypt,Arabic,687.4,nov-22,Moheiddin El-Gharib,Cairo,7.043,"Egyptian, Pound",http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/currency,"['Egypt-Germany_relations', 'egypt- germany relations', 'egypt-germany relations', 'Egypt- Germany relations', 'egypt-germany_relations', 'Egypt-Germany relations']",http://dbpedia.org/resource/Egypt-Germany_relations,0,0
