product,url product lookup,product__URI,company,company__URI,industry,industry__URI,location,location__URI,revenue,country,country__URI
Software Development,http://dbpedia.org/resource/Artifact_(software_development),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Brownfield_(software_development),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Upstream_(software_development),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Scrum_(software_development),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Spike_(software_development),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Velocity_(software_development),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Software,http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/GrokOla_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Confluence_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/CounterSpy_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Wilma_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Forge_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Stet_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Fossil_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/INCA_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Software Development,http://dbpedia.org/resource/Houdini_(software),http://dbpedia.org/resource/Software_Development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Mobile_application_development,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Mobile_Application,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Wisely_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Sonar_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Five-O_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Peeple_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Burner_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Monica_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Yapp_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Banjo_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Google_Maps_(mobile_application),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/I-Mobile,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/QMobile,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/A-Mobile,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Mobile-to-mobile_convergence,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/B-Mobile,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Mobile-Spy,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,"http://dbpedia.org/resource/Mobile,_California",http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/T-Mobile,http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,"http://dbpedia.org/resource/Mobile,_Alabama",http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Mobile application development,http://dbpedia.org/resource/Loop_(mobile),http://dbpedia.org/resource/Mobile_application_development,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Social_Networks_(journal),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Social_network_(sociolinguistics),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Social_network,http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Ello_(social_network),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Brabble_(social_network),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Vingle_(social_network),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Happier_(social_network),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Eva_(social_network),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Hello_(social_network),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Gab_(social_network),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Social-Demokraten,http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Social-Code,http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Atomism_(social),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Chaperone_(social),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Social,http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Norm_(social),http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Social-Economic_Council,http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/SocialIQ,http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/SocialGO,http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Social Networks,http://dbpedia.org/resource/Social-emotional_agnosia,http://dbpedia.org/resource/Social_Networks,Globant,http://dbpedia.org/resource/Globant,Software development,http://dbpedia.org/resource/Software_development,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,258300000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Knife,http://dbpedia.org/resource/Knife,http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/Commander_(knife),http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/Kartika_(knife),http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/Rybička_(knife),http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/Okapi_(knife),http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/The_Pocket-knife,http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/Corvo_(knife),http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/Knife_(envelope),http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/Knife-footed_frog,http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Knife,http://dbpedia.org/resource/Knife-edge_effect,http://dbpedia.org/resource/Knife,Böker,http://dbpedia.org/resource/Böker,Manufacturing,http://dbpedia.org/resource/Manufacturing,Solingen,http://dbpedia.org/resource/Solingen,30000000.0,Germany,http://dbpedia.org/resource/Germany
Steel,http://dbpedia.org/resource/U.S._Steel,http://dbpedia.org/resource/Steel,Ternium,http://dbpedia.org/resource/Ternium,Manufacturing,http://dbpedia.org/resource/Manufacturing,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,8608000000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Steel,http://dbpedia.org/resource/U.S._Steel,http://dbpedia.org/resource/Steel,Vallourec,http://dbpedia.org/resource/Vallourec,Manufacturing,http://dbpedia.org/resource/Manufacturing,Paris,http://dbpedia.org/resource/Paris,5701000000.0,France,http://dbpedia.org/resource/France
Steel,http://dbpedia.org/resource/All-Steel,http://dbpedia.org/resource/Steel,Ternium,http://dbpedia.org/resource/Ternium,Manufacturing,http://dbpedia.org/resource/Manufacturing,Luxembourg City,http://dbpedia.org/resource/Luxembourg_City,8608000000.0,Luxembourg,http://dbpedia.org/resource/Luxembourg
Steel,http://dbpedia.org/resource/All-Steel,http://dbpedia.org/resource/Steel,Vallourec,http://dbpedia.org/resource/Vallourec,Manufacturing,http://dbpedia.org/resource/Manufacturing,Paris,http://dbpedia.org/resource/Paris,5701000000.0,France,http://dbpedia.org/resource/France
